n16,n17,o19,cell-volume,cellnumber,x,y,z
840750000000.0,99739000.0,258480000000.0,1.875e-09,182071,-0.029877,-0.25636,0.83154
820320000000.0,97058000.0,255730000000.0,3.9329e-09,182072,-0.030134,-0.25522,0.82885
797850000000.0,94168000.0,252830000000.0,4.2545e-09,182073,-0.030497,-0.25487,0.82581
785370000000.0,92489000.0,251110000000.0,4.6972e-09,182074,-0.030953,-0.25454,0.82238
779410000000.0,91657000.0,250400000000.0,3.6516e-09,182075,-0.035553,-0.25418,0.8182
835210000000.0,99860000.0,259190000000.0,8.6777e-09,182076,-0.03739,-0.25654,0.83574
799310000000.0,94454000.0,254030000000.0,5.6765e-09,182077,-0.038346,-0.25588,0.83281
770170000000.0,90075000.0,249660000000.0,5.6915e-09,182078,-0.039083,-0.25545,0.82979
755780000000.0,87976000.0,247560000000.0,6.2205e-09,182079,-0.042435,-0.25553,0.82923
755330000000.0,87892000.0,247300000000.0,5.2689e-09,182080,-0.039807,-0.255,0.82652
855020000000.0,102270000.0,261420000000.0,8.7759e-09,182081,-0.033794,-0.2582,0.83434
843730000000.0,101000000.0,260200000000.0,4.385e-09,182083,-0.034876,-0.25654,0.83557
819720000000.0,97443000.0,256680000000.0,4.5556e-09,182084,-0.035124,-0.25571,0.83326
791950000000.0,93267000.0,252640000000.0,4.7974e-09,182085,-0.035741,-0.25532,0.83042
769250000000.0,89889000.0,249210000000.0,4.8735e-09,182086,-0.036413,-0.25495,0.82729
862850000000.0,103820000.0,263090000000.0,8.955e-09,182087,-0.035843,-0.25823,0.83684
860880000000.0,103690000.0,262940000000.0,4.9635e-09,182090,-0.036877,-0.25661,0.8381
880450000000.0,106530000.0,265860000000.0,1.1807e-08,182091,-0.037728,-0.2585,0.83924
874140000000.0,105580000.0,265030000000.0,2.4355e-08,182092,-0.040387,-0.25856,0.83981
855740000000.0,102930000.0,262240000000.0,1.0947e-08,182093,-0.039352,-0.25669,0.8384
758760000000.0,88388000.0,247490000000.0,4.6101e-09,182094,-0.037155,-0.25456,0.82395
808160000000.0,95831000.0,254540000000.0,4.6382e-09,182095,-0.045202,-0.25453,0.81854
822120000000.0,98105000.0,256780000000.0,3.9269e-09,182096,-0.04269,-0.25417,0.81587
837260000000.0,99864000.0,258260000000.0,4.8828e-09,182116,-0.048899,-0.25453,0.81754
846550000000.0,101310000.0,259730000000.0,4.2245e-09,182117,-0.046376,-0.25417,0.81467
808430000000.0,95431000.0,253550000000.0,2.5615e-09,182120,-0.051985,-0.25455,0.81732
791550000000.0,92990000.0,251210000000.0,2.4718e-09,182121,-0.052611,-0.25543,0.81676
769280000000.0,89824000.0,248270000000.0,4.1871e-09,182122,-0.051518,-0.2576,0.81507
811150000000.0,95741000.0,253840000000.0,2.5209e-09,182123,-0.054535,-0.25455,0.8203
794910000000.0,93406000.0,251610000000.0,2.4665e-09,182124,-0.055183,-0.25543,0.81979
833460000000.0,99026000.0,257210000000.0,4.7911e-09,182125,-0.051474,-0.25452,0.82034
770910000000.0,89975000.0,248410000000.0,4.1968e-09,182126,-0.054182,-0.2576,0.81803
811030000000.0,96162000.0,254900000000.0,4.564e-09,182127,-0.047757,-0.25452,0.82117
882210000000.0,105590000.0,263930000000.0,2.841e-09,182128,-0.060782,-0.25499,0.83026
855180000000.0,101820000.0,260080000000.0,2.82e-09,182129,-0.061475,-0.25586,0.82987
866140000000.0,103450000.0,261750000000.0,5.3444e-09,182130,-0.05788,-0.25493,0.82974
814590000000.0,96161000.0,254520000000.0,4.8644e-09,182131,-0.060843,-0.25792,0.82795
823910000000.0,97505000.0,255590000000.0,2.4911e-09,182133,-0.056915,-0.25455,0.82344
805810000000.0,94914000.0,253100000000.0,2.4636e-09,182134,-0.057581,-0.25543,0.82296
835360000000.0,99202000.0,257350000000.0,4.681e-09,182135,-0.053898,-0.25452,0.82328
778280000000.0,90991000.0,249400000000.0,4.1991e-09,182136,-0.05668,-0.2576,0.82115
775050000000.0,90644000.0,249900000000.0,4.4633e-09,182137,-0.047689,-0.25547,0.83026
792860000000.0,93317000.0,252280000000.0,4.4105e-09,182138,-0.04887,-0.25494,0.8272
819440000000.0,97145000.0,255730000000.0,4.3424e-09,182139,-0.050207,-0.25452,0.82385
789170000000.0,92799000.0,252290000000.0,7.0082e-09,182140,-0.047176,-0.25617,0.83569
791980000000.0,93097000.0,252340000000.0,5.5188e-09,182141,-0.048872,-0.25551,0.83303
838700000000.0,100300000.0,259720000000.0,1.4946e-08,182142,-0.042458,-0.25697,0.83843
801200000000.0,94635000.0,254170000000.0,7.0095e-09,182143,-0.043916,-0.25609,0.8354
851430000000.0,101380000.0,259480000000.0,2.4869e-09,182144,-0.059108,-0.25455,0.8267
828440000000.0,98111000.0,256280000000.0,2.4676e-09,182145,-0.059797,-0.25543,0.82626
847550000000.0,100940000.0,259570000000.0,4.8991e-09,182146,-0.05428,-0.25492,0.82983
848810000000.0,101070000.0,259210000000.0,4.6422e-09,182147,-0.056123,-0.25452,0.82637
791990000000.0,92933000.0,251290000000.0,4.2045e-09,182148,-0.058999,-0.25761,0.8244
812930000000.0,96124000.0,255010000000.0,4.3703e-09,182149,-0.050912,-0.25494,0.83001
836720000000.0,99507000.0,258010000000.0,4.1917e-09,182150,-0.052476,-0.25451,0.82669
811890000000.0,96030000.0,255660000000.0,6.943e-09,182151,-0.049081,-0.25616,0.83909
858810000000.0,102890000.0,262530000000.0,1.3178e-08,182165,-0.044153,-0.25687,0.84151
894100000000.0,108410000.0,267740000000.0,2.6538e-08,182166,-0.04186,-0.25886,0.84247
775380000000.0,90730000.0,250160000000.0,6.8073e-09,182167,-0.04515,-0.25554,0.83218
755840000000.0,87957000.0,247230000000.0,5.2347e-09,182169,-0.043135,-0.255,0.82568
769810000000.0,89977000.0,249210000000.0,4.8539e-09,182170,-0.045486,-0.25499,0.82823
787530000000.0,92715000.0,251650000000.0,4.3643e-09,182185,-0.046617,-0.25454,0.82467
780890000000.0,91793000.0,250690000000.0,4.5776e-09,182186,-0.044165,-0.25454,0.82211
818590000000.0,97431000.0,256800000000.0,5.8112e-09,182190,-0.040531,-0.25589,0.83557
788180000000.0,92865000.0,252460000000.0,6.156e-09,182191,-0.04161,-0.25548,0.83253
818960000000.0,97251000.0,255490000000.0,2.2432e-09,182194,-0.049507,-0.25418,0.81425
798060000000.0,94123000.0,252370000000.0,2.1516e-09,182195,-0.050116,-0.25507,0.81364
764540000000.0,89391000.0,248440000000.0,4.6234e-09,182196,-0.04066,-0.25456,0.82307
773030000000.0,90829000.0,249220000000.0,3.2873e-09,182252,0.025317,-0.25417,0.80803
766660000000.0,89919000.0,247920000000.0,3.2959e-09,182253,0.022095,-0.25417,0.8067
754770000000.0,87905000.0,247320000000.0,5.2286e-09,182254,0.021321,-0.25456,0.81316
780290000000.0,91617000.0,251280000000.0,4.8331e-09,182255,0.02477,-0.25456,0.81514
772220000000.0,90575000.0,249590000000.0,3.6408e-09,182256,0.025093,-0.25418,0.81173
773320000000.0,90946000.0,250030000000.0,4.2405e-09,182320,0.018917,-0.25487,0.81888
774540000000.0,91802000.0,249450000000.0,3.8522e-09,182321,0.013261,-0.2552,0.81963
762730000000.0,89795000.0,248010000000.0,4.1344e-09,182322,0.015687,-0.25486,0.81772
755150000000.0,88153000.0,247200000000.0,4.5711e-09,182323,0.01839,-0.25453,0.81554
752410000000.0,87765000.0,246050000000.0,3.6414e-09,182324,0.01965,-0.25418,0.80948
750920000000.0,87539000.0,245210000000.0,3.9365e-09,182325,0.016325,-0.25418,0.80857
814930000000.0,97001000.0,256320000000.0,3.9498e-09,182326,0.022332,-0.25522,0.8234
791290000000.0,93408000.0,252940000000.0,4.2235e-09,182327,0.022033,-0.25487,0.82035
819890000000.0,98448000.0,256440000000.0,3.2129e-09,182330,0.018173,-0.25767,0.82431
796770000000.0,94954000.0,253010000000.0,1.8743e-09,182331,0.017128,-0.2552,0.82307
801560000000.0,95680000.0,253770000000.0,1.5672e-09,182332,0.01684,-0.25584,0.82371
811050000000.0,96743000.0,255400000000.0,1.8864e-09,182333,0.019978,-0.25521,0.82438
818120000000.0,97834000.0,256460000000.0,1.605e-09,182334,0.019662,-0.25586,0.825
797810000000.0,94766000.0,253420000000.0,3.3862e-09,182335,0.019274,-0.25479,0.8222
809970000000.0,97329000.0,254720000000.0,3.2182e-09,182336,0.015305,-0.25767,0.82312
840230000000.0,101180000.0,259660000000.0,3.4111e-09,182337,0.020974,-0.25778,0.8257
760950000000.0,88964000.0,247660000000.0,2.9469e-09,182370,0.022642,-0.25418,0.80995
773600000000.0,90710000.0,250320000000.0,4.6123e-09,182371,0.021701,-0.25454,0.81691
751530000000.0,87664000.0,244960000000.0,3.9795e-09,182372,0.012849,-0.25418,0.80771
975910000000.0,119490000.0,281120000000.0,3.2377e-09,182378,0.039922,-0.25417,0.81722
930990000000.0,113510000.0,274930000000.0,5.1791e-09,182379,0.03767,-0.25457,0.8241
952590000000.0,116380000.0,278190000000.0,3.6643e-09,182380,0.03873,-0.25418,0.82076
1056700000000.0,130690000.0,292620000000.0,4.0302e-09,182384,0.030458,-0.25523,0.82904
953250000000.0,117570000.0,277180000000.0,3.305e-09,182385,0.030995,-0.25771,0.83326
916020000000.0,111260000.0,270980000000.0,2.2541e-09,182389,0.025668,-0.25572,0.82724
918490000000.0,111860000.0,271240000000.0,1.9935e-09,182390,0.025271,-0.2564,0.8278
862460000000.0,103700000.0,263220000000.0,3.998e-09,182394,0.025171,-0.25522,0.82509
1017500000000.0,125010000.0,286300000000.0,4.0493e-09,182395,0.027897,-0.25523,0.82696
912490000000.0,110430000.0,270750000000.0,4.3133e-09,182396,0.028038,-0.25487,0.82391
1051900000000.0,129580000.0,292080000000.0,4.3998e-09,182397,0.030851,-0.25488,0.82597
990730000000.0,121060000.0,282910000000.0,4.7567e-09,182398,0.031264,-0.25454,0.82258
1008200000000.0,123850000.0,286600000000.0,2.9562e-09,182399,0.036859,-0.25418,0.81836
934520000000.0,113670000.0,274550000000.0,3.6636e-09,182400,0.034112,-0.25418,0.81708
819990000000.0,97541000.0,257050000000.0,4.1891e-09,182404,0.025068,-0.25487,0.82206
839440000000.0,100250000.0,259820000000.0,4.3929e-09,182405,0.028086,-0.25453,0.8206
893870000000.0,107800000.0,267990000000.0,4.2623e-09,182406,0.031298,-0.25418,0.81905
882960000000.0,107250000.0,266020000000.0,3.632e-09,182407,0.023671,-0.25789,0.82729
843600000000.0,101310000.0,260400000000.0,1.9157e-09,182408,0.022744,-0.25522,0.82589
853010000000.0,102870000.0,261680000000.0,1.6826e-09,182409,0.02239,-0.2559,0.82649
1000400000000.0,123300000.0,284930000000.0,4.341e-09,182410,0.033456,-0.25487,0.82827
1025500000000.0,126310000.0,289100000000.0,4.846e-09,182411,0.034136,-0.25454,0.82486
1014800000000.0,124680000.0,287460000000.0,4.698e-09,182412,0.034748,-0.25418,0.82114
794100000000.0,93716000.0,252950000000.0,3.9308e-09,182413,0.028097,-0.25418,0.81344
799240000000.0,94456000.0,254020000000.0,4.3534e-09,182414,0.024922,-0.25453,0.81872
814050000000.0,96595000.0,256040000000.0,4.069e-09,182415,0.028038,-0.25418,0.81707
815550000000.0,96342000.0,257340000000.0,5.1039e-09,182469,0.04497,-0.25457,0.82845
844600000000.0,101280000.0,261940000000.0,4.6175e-09,182470,0.039035,-0.25494,0.83022
852950000000.0,102380000.0,263110000000.0,5.1063e-09,182471,0.040613,-0.25456,0.82695
862220000000.0,103170000.0,263320000000.0,3.4843e-09,182472,0.044685,-0.25417,0.82203
795310000000.0,94177000.0,253030000000.0,4.8309e-09,182489,0.062839,-0.25489,0.85027
770320000000.0,90290000.0,250190000000.0,4.6464e-09,182490,0.059594,-0.25493,0.84946
771380000000.0,90466000.0,250790000000.0,2.7655e-09,182491,0.058073,-0.25544,0.85853
758020000000.0,88414000.0,248960000000.0,3.2114e-09,182492,0.059411,-0.25514,0.85619
769100000000.0,90201000.0,250160000000.0,4.6193e-09,182493,0.060512,-0.25486,0.85304
784360000000.0,92482000.0,252530000000.0,2.9114e-09,182531,0.06089,-0.25773,0.86095
785470000000.0,92570000.0,252800000000.0,2.709e-09,182538,0.05818,-0.25753,0.86096
785300000000.0,92696000.0,252470000000.0,1.3342e-09,182539,0.05945,-0.25543,0.86028
782580000000.0,92231000.0,252240000000.0,1.4582e-09,182540,0.059468,-0.25601,0.86091
773740000000.0,90386000.0,250490000000.0,4.7931e-09,182550,0.058345,-0.25496,0.84597
844600000000.0,101130000.0,257970000000.0,2.4075e-09,182551,0.067191,-0.25454,0.84471
817240000000.0,97040000.0,254770000000.0,2.356e-09,182552,0.06797,-0.25542,0.84447
869390000000.0,104680000.0,261130000000.0,4.645e-09,182553,0.06445,-0.25452,0.84378
793620000000.0,93399000.0,252020000000.0,4.0937e-09,182554,0.067742,-0.25758,0.84255
821920000000.0,97356000.0,256350000000.0,4.3966e-09,182555,0.06086,-0.25452,0.84323
862510000000.0,104200000.0,260410000000.0,4.4794e-09,182556,0.065535,-0.25451,0.84739
815630000000.0,96894000.0,255320000000.0,4.3786e-09,182557,0.062019,-0.25451,0.84672
834350000000.0,100100000.0,256970000000.0,2.2352e-09,182558,0.068187,-0.25453,0.84839
812050000000.0,96643000.0,254340000000.0,2.297e-09,182559,0.068956,-0.25542,0.84823
784880000000.0,92274000.0,251110000000.0,4.1202e-09,182560,0.068842,-0.25761,0.84639
810830000000.0,96692000.0,254800000000.0,1.427e-09,182562,0.069506,-0.25777,0.8615
813500000000.0,97121000.0,255030000000.0,8.9064e-10,182563,0.070243,-0.25796,0.86105
827950000000.0,99275000.0,256360000000.0,1.8249e-09,182569,0.069029,-0.25448,0.85206
810860000000.0,96644000.0,254360000000.0,2.0591e-09,182570,0.069749,-0.25538,0.85198
852720000000.0,102960000.0,259340000000.0,3.966e-09,182571,0.066528,-0.25448,0.85097
784970000000.0,92609000.0,251360000000.0,4.0318e-09,182572,0.069737,-0.25766,0.85034
798950000000.0,94833000.0,253840000000.0,1.3267e-09,182573,0.062043,-0.25543,0.86035
792670000000.0,93835000.0,253180000000.0,1.4667e-09,182574,0.062085,-0.25606,0.86095
807370000000.0,96106000.0,254790000000.0,2.8473e-09,182575,0.063863,-0.2576,0.86142
817300000000.0,97666000.0,255660000000.0,2.7474e-09,182577,0.066772,-0.25754,0.86148
849080000000.0,102570000.0,259080000000.0,1.8364e-09,182578,0.068123,-0.25497,0.85941
860690000000.0,104350000.0,260520000000.0,1.006e-09,182579,0.067653,-0.25501,0.86107
840070000000.0,101190000.0,258150000000.0,1.2486e-09,182580,0.06769,-0.25576,0.86153
846980000000.0,102230000.0,258990000000.0,1.8145e-09,182581,0.065964,-0.25497,0.85961
810590000000.0,96649000.0,255000000000.0,2.4333e-09,182582,0.06352,-0.25501,0.85901
787790000000.0,93135000.0,252610000000.0,2.6534e-09,182583,0.060853,-0.25504,0.85884
855380000000.0,103510000.0,260060000000.0,9.7073e-10,182584,0.064786,-0.25501,0.86097
833480000000.0,100150000.0,257560000000.0,1.2925e-09,182585,0.064921,-0.2557,0.86147
788180000000.0,93202000.0,252400000000.0,3.2909e-09,182586,0.062415,-0.25475,0.85634
826820000000.0,99140000.0,256630000000.0,2.7052e-09,182587,0.065551,-0.25469,0.85701
839940000000.0,101160000.0,257920000000.0,2.1801e-09,182588,0.068377,-0.25468,0.85716
813600000000.0,97121000.0,254820000000.0,1.1415e-09,182589,0.070305,-0.25516,0.85532
847270000000.0,102310000.0,258860000000.0,9.8313e-10,182590,0.069934,-0.2547,0.85895
829990000000.0,99646000.0,256710000000.0,1.1446e-09,182591,0.069769,-0.25444,0.85556
847740000000.0,102380000.0,258990000000.0,6.9193e-10,182592,0.069632,-0.25505,0.86094
834730000000.0,100380000.0,257480000000.0,6.6274e-10,182593,0.070243,-0.25574,0.86089
831740000000.0,99921000.0,257150000000.0,6.1949e-10,182594,0.06959,-0.2558,0.86156
830440000000.0,99728000.0,256900000000.0,9.9424e-10,182595,0.070443,-0.25533,0.85906
816670000000.0,97617000.0,255350000000.0,1.766e-09,182596,0.070517,-0.25735,0.85982
811590000000.0,96833000.0,254660000000.0,1.5858e-09,182597,0.070558,-0.25623,0.85727
794140000000.0,94114000.0,252720000000.0,1.4468e-09,182598,0.070561,-0.2584,0.85726
847730000000.0,102300000.0,258790000000.0,2.938e-09,182599,0.067498,-0.25443,0.85438
790380000000.0,93516000.0,252150000000.0,3.0371e-09,182600,0.070398,-0.25752,0.85414
819700000000.0,98032000.0,255870000000.0,3.6611e-09,182601,0.064221,-0.25445,0.85382
805060000000.0,95298000.0,255450000000.0,5.9765e-09,182666,0.052671,-0.2578,0.86021
743860000000.0,85628000.0,246910000000.0,5.3593e-09,182695,0.051689,-0.2555,0.84657
756890000000.0,87611000.0,248410000000.0,5.4424e-09,182696,0.054556,-0.255,0.84561
801230000000.0,94357000.0,254610000000.0,1.0609e-08,182722,0.04499,-0.25656,0.85048
778250000000.0,90854000.0,251570000000.0,5.1181e-09,182723,0.046902,-0.2558,0.84823
829090000000.0,98539000.0,258170000000.0,1.0758e-08,182724,0.04313,-0.25822,0.85088
811230000000.0,95843000.0,255830000000.0,4.9897e-09,182725,0.042749,-0.25652,0.84952
803160000000.0,94629000.0,255050000000.0,2.3152e-08,182726,0.045264,-0.25853,0.85188
779090000000.0,91048000.0,252100000000.0,2.0113e-08,182728,0.047104,-0.25872,0.85366
802280000000.0,94580000.0,254860000000.0,1.0031e-08,182729,0.045794,-0.2564,0.85352
773240000000.0,90212000.0,251070000000.0,5.0185e-09,182730,0.047939,-0.25573,0.85154
753590000000.0,86912000.0,248420000000.0,5.403e-09,182731,0.048666,-0.25543,0.84567
749840000000.0,86798000.0,247810000000.0,5.2614e-09,182734,0.049904,-0.25539,0.84923
809220000000.0,95635000.0,255930000000.0,1.3923e-08,182735,0.047436,-0.25752,0.85642
790190000000.0,92971000.0,253450000000.0,7.7975e-09,182736,0.050305,-0.25625,0.85805
786140000000.0,92435000.0,252970000000.0,6.1929e-09,182737,0.052819,-0.25618,0.85838
765350000000.0,89241000.0,250180000000.0,4.0541e-09,182738,0.051699,-0.25562,0.85544
754720000000.0,87703000.0,248800000000.0,2.7575e-09,182739,0.054125,-0.25553,0.85634
745830000000.0,86377000.0,247440000000.0,4.8091e-09,182740,0.054258,-0.25529,0.85346
813090000000.0,96308000.0,256280000000.0,6.8461e-09,182741,0.048001,-0.25614,0.85802
819200000000.0,97216000.0,256960000000.0,7.0262e-09,182742,0.045911,-0.2561,0.85653
781200000000.0,91482000.0,252190000000.0,4.5798e-09,182743,0.048696,-0.25558,0.85493
828150000000.0,98511000.0,258340000000.0,1.5099e-08,182744,0.048734,-0.25796,0.85877
749410000000.0,86843000.0,247900000000.0,5.3853e-09,182745,0.051022,-0.25532,0.8525
750470000000.0,87085000.0,247770000000.0,5.6275e-09,182746,0.053431,-0.25496,0.84987
757180000000.0,88123000.0,248520000000.0,4.3072e-09,182747,0.056369,-0.25496,0.84841
790060000000.0,93145000.0,253410000000.0,3.1275e-09,182755,0.054121,-0.25618,0.86011
796370000000.0,94144000.0,254250000000.0,2.6374e-09,182756,0.055355,-0.25749,0.86099
774630000000.0,90885000.0,251280000000.0,2.4945e-09,182757,0.055448,-0.2554,0.85871
758290000000.0,88369000.0,249140000000.0,2.6742e-09,182758,0.056503,-0.2551,0.85645
783800000000.0,92390000.0,252380000000.0,1.2657e-09,182759,0.056809,-0.25541,0.8603
783810000000.0,92335000.0,252490000000.0,1.4216e-09,182760,0.056797,-0.25597,0.86091
798650000000.0,94401000.0,254490000000.0,3.5744e-09,182761,0.051519,-0.25619,0.8601
832950000000.0,99397000.0,258890000000.0,6.2796e-09,182762,0.05013,-0.25774,0.86023
755230000000.0,87966000.0,248520000000.0,3.0624e-09,182763,0.057548,-0.25482,0.85423
753970000000.0,87746000.0,248250000000.0,4.3247e-09,182764,0.056864,-0.25491,0.85148
862400000000.0,103710000.0,260820000000.0,2.1603e-09,182784,0.061542,-0.25418,0.83023
840750000000.0,100490000.0,258030000000.0,2.1156e-09,182785,0.062276,-0.25506,0.82981
882790000000.0,106640000.0,263640000000.0,4.0542e-09,182786,0.058528,-0.25417,0.82982
811450000000.0,95947000.0,255550000000.0,3.901e-09,182787,0.053052,-0.25453,0.83334
859580000000.0,103140000.0,261290000000.0,3.7133e-09,182788,0.054796,-0.25417,0.83001
843320000000.0,100420000.0,260530000000.0,3.7686e-09,182815,0.046892,-0.25418,0.8249
831330000000.0,98664000.0,258760000000.0,4.1133e-09,182816,0.04884,-0.25418,0.82771
803670000000.0,94654000.0,255640000000.0,4.6834e-09,182817,0.044588,-0.25456,0.83251
795500000000.0,93587000.0,253990000000.0,3.6225e-09,182818,0.049828,-0.25455,0.83345
823950000000.0,97871000.0,257370000000.0,3.4997e-09,182819,0.05119,-0.25417,0.8303
766270000000.0,88966000.0,250200000000.0,5.9478e-09,182820,0.04905,-0.25503,0.83932
803140000000.0,94373000.0,254970000000.0,4.4485e-09,182821,0.042542,-0.25569,0.84455
793190000000.0,92769000.0,253780000000.0,5.0044e-09,182822,0.04402,-0.25533,0.84194
787250000000.0,92178000.0,253150000000.0,5.5443e-09,182823,0.045602,-0.25497,0.83894
789360000000.0,92654000.0,253460000000.0,5.4472e-09,182824,0.047157,-0.25457,0.83554
809580000000.0,95489000.0,256090000000.0,4.0396e-09,182825,0.047567,-0.25418,0.83122
843580000000.0,100470000.0,261150000000.0,3.4291e-09,182826,0.043602,-0.25418,0.8253
803720000000.0,94716000.0,254370000000.0,4.2427e-09,182827,0.054522,-0.25453,0.83642
839900000000.0,100020000.0,260000000000.0,3.3221e-09,182839,0.038696,-0.25787,0.84292
832270000000.0,98952000.0,259050000000.0,2.127e-09,182842,0.038568,-0.25567,0.84122
836660000000.0,99628000.0,259670000000.0,1.659e-09,182843,0.03796,-0.25625,0.84157
834550000000.0,99670000.0,259660000000.0,3.8625e-09,182844,0.038995,-0.2552,0.83903
827280000000.0,98693000.0,258850000000.0,4.0207e-09,182845,0.040081,-0.25485,0.83624
819930000000.0,96965000.0,257180000000.0,2.1063e-09,182846,0.040096,-0.25566,0.84396
823960000000.0,97582000.0,257750000000.0,1.7039e-09,182847,0.039472,-0.25625,0.8443
820920000000.0,97130000.0,257430000000.0,3.9226e-09,182848,0.040716,-0.2552,0.84182
811330000000.0,95993000.0,256400000000.0,4.2526e-09,182849,0.042065,-0.25487,0.83905
811160000000.0,95942000.0,256410000000.0,4.5525e-09,182850,0.043493,-0.25453,0.83596
887870000000.0,108280000.0,267830000000.0,3.813e-09,182857,0.035011,-0.2552,0.83376
850200000000.0,102420000.0,262390000000.0,3.9189e-09,182858,0.037941,-0.25484,0.83349
828240000000.0,98819000.0,259160000000.0,3.8183e-09,182859,0.041112,-0.25451,0.83327
823630000000.0,97930000.0,258790000000.0,3.962e-09,182860,0.042135,-0.25455,0.8301
860780000000.0,103740000.0,263290000000.0,1.8416e-09,182861,0.036485,-0.25519,0.83879
864480000000.0,104320000.0,263840000000.0,1.518e-09,182862,0.035898,-0.25582,0.83916
887940000000.0,108210000.0,267510000000.0,1.8426e-09,182863,0.03459,-0.2552,0.83625
891640000000.0,108750000.0,268010000000.0,1.5979e-09,182864,0.034071,-0.25586,0.83669
876030000000.0,106190000.0,265570000000.0,3.3327e-09,182865,0.035064,-0.25775,0.838
867270000000.0,104980000.0,264470000000.0,3.2646e-09,182866,0.036824,-0.25478,0.83653
858100000000.0,103010000.0,262670000000.0,2.9121e-09,182867,0.036738,-0.25751,0.84047
904060000000.0,110580000.0,269840000000.0,3.3408e-09,182868,0.033139,-0.25774,0.83558
856880000000.0,103050000.0,259770000000.0,2.1583e-09,182869,0.063334,-0.25418,0.83372
835670000000.0,99859000.0,257220000000.0,2.108e-09,182870,0.064087,-0.25506,0.83334
883230000000.0,106760000.0,263460000000.0,4.0489e-09,182871,0.060362,-0.25417,0.83316
855990000000.0,102580000.0,260700000000.0,3.7119e-09,182872,0.056647,-0.25417,0.83317
879360000000.0,106270000.0,262610000000.0,4.0685e-09,182873,0.061996,-0.25417,0.8366
798120000000.0,93794000.0,253530000000.0,4.0447e-09,182874,0.056113,-0.25453,0.83946
846980000000.0,101210000.0,259450000000.0,3.7508e-09,182875,0.058282,-0.25417,0.83641
787060000000.0,92218000.0,252560000000.0,4.3869e-09,182876,0.050934,-0.25455,0.8364
757000000000.0,87449000.0,248580000000.0,5.9527e-09,182877,0.050983,-0.25502,0.84303
781800000000.0,91338000.0,251630000000.0,4.4495e-09,182878,0.052491,-0.25456,0.8395
799240000000.0,93962000.0,254230000000.0,4.2519e-09,182879,0.043804,-0.25566,0.84756
781500000000.0,91061000.0,252090000000.0,4.7701e-09,182880,0.04543,-0.25531,0.84513
774820000000.0,90004000.0,251270000000.0,5.4585e-09,182881,0.047337,-0.25497,0.84238
854140000000.0,102630000.0,259290000000.0,2.1634e-09,182882,0.064925,-0.25418,0.8373
834000000000.0,99610000.0,256900000000.0,2.0963e-09,182883,0.065698,-0.25506,0.83696
779330000000.0,90859000.0,251220000000.0,3.9417e-09,182894,0.054201,-0.25455,0.8423
833010000000.0,98957000.0,258910000000.0,3.6376e-09,182904,0.040052,-0.25802,0.84554
812860000000.0,95983000.0,256070000000.0,2.0452e-09,182905,0.041414,-0.25564,0.84677
816750000000.0,96560000.0,256630000000.0,1.7713e-09,182906,0.040756,-0.25625,0.84703
829760000000.0,98562000.0,258300000000.0,3.6267e-09,182907,0.041239,-0.25797,0.84834
858640000000.0,103110000.0,259610000000.0,2.1589e-09,182912,0.066313,-0.25418,0.84095
836780000000.0,99867000.0,257040000000.0,2.0867e-09,182913,0.067103,-0.25506,0.84066
879470000000.0,106220000.0,262410000000.0,4.0838e-09,182914,0.063439,-0.25417,0.84013
793580000000.0,93038000.0,252940000000.0,4.2102e-09,182915,0.057358,-0.25454,0.84284
839840000000.0,100100000.0,258490000000.0,3.7851e-09,182916,0.059755,-0.25417,0.83977
876050000000.0,105520000.0,266320000000.0,3.7752e-09,182917,0.041124,-0.25418,0.82316
1027400000000.0,127160000.0,288220000000.0,1.911e-09,182923,0.030313,-0.25522,0.83159
1015300000000.0,125690000.0,286360000000.0,1.6298e-09,182924,0.029838,-0.25588,0.8321
936240000000.0,115210000.0,274800000000.0,1.8683e-09,182925,0.032529,-0.25521,0.83384
937730000000.0,115430000.0,274910000000.0,1.6045e-09,182926,0.032042,-0.25587,0.83433
977170000000.0,120470000.0,280770000000.0,3.3731e-09,182927,0.032598,-0.25479,0.83153
1028400000000.0,127360000.0,288210000000.0,3.4459e-09,182928,0.028694,-0.25779,0.83108
890890000000.0,108290000.0,268490000000.0,4.0831e-09,182929,0.035777,-0.25486,0.83081
904460000000.0,110040000.0,270670000000.0,4.6486e-09,182930,0.036823,-0.25454,0.82754
1071600000000.0,132520000.0,294620000000.0,1.9371e-09,182974,0.027938,-0.25522,0.82951
1063200000000.0,131510000.0,293330000000.0,1.6868e-09,182975,0.027487,-0.2559,0.83004
986430000000.0,121230000.0,281380000000.0,3.6359e-09,182976,0.026262,-0.25789,0.82909
941870000000.0,114050000.0,272400000000.0,2.8336e-09,182985,-0.062583,-0.25499,0.83372
925120000000.0,111740000.0,269920000000.0,2.8245e-09,182986,-0.063297,-0.25587,0.83338
918050000000.0,110450000.0,269370000000.0,5.3422e-09,182987,-0.059711,-0.25493,0.83303
869850000000.0,103880000.0,262070000000.0,4.8906e-09,182988,-0.062776,-0.25793,0.83144
888790000000.0,106510000.0,265550000000.0,5.0103e-09,182990,-0.056053,-0.25493,0.83294
874910000000.0,105230000.0,262980000000.0,2.8294e-09,182991,-0.064187,-0.25499,0.83727
849730000000.0,101570000.0,259490000000.0,2.8203e-09,182992,-0.064916,-0.25588,0.83697
