n16,n17,o19,cell-volume,cellnumber,x,y,z
652230000000.0,85775000.0,179980000000.0,5.0147e-09,63010,-0.0025965,-0.2549,0.89387
650600000000.0,85551000.0,179650000000.0,5.0252e-09,63011,-0.0062697,-0.25489,0.89343
637620000000.0,83590000.0,178080000000.0,5.7122e-09,63012,-0.0078543,-0.25499,0.88991
638880000000.0,83795000.0,178130000000.0,6.1068e-09,63013,-0.011279,-0.255,0.88895
628540000000.0,82238000.0,176920000000.0,8.4635e-09,63014,-0.0087274,-0.25511,0.88559
632880000000.0,83018000.0,177540000000.0,8.9726e-09,63015,-0.0069766,-0.2551,0.88147
653010000000.0,85961000.0,179830000000.0,4.663e-09,63016,-0.0099492,-0.25486,0.89282
696380000000.0,92616000.0,184860000000.0,1.7571e-09,63017,-0.0070058,-0.25574,0.90171
705930000000.0,94140000.0,185910000000.0,1.2572e-09,63018,-0.0069743,-0.25505,0.90111
780840000000.0,103880000.0,199260000000.0,9.4427e-09,63078,0.0076446,-0.25799,0.85593
700640000000.0,92592000.0,188150000000.0,4.7107e-09,63079,0.0089942,-0.25664,0.85724
724480000000.0,96210000.0,190610000000.0,2.7508e-09,63080,0.0088681,-0.25767,0.85917
733660000000.0,97141000.0,193200000000.0,2.4453e-08,63083,0.0072395,-0.25856,0.85323
821470000000.0,109660000.0,204820000000.0,1.0553e-08,63084,0.0048917,-0.25824,0.854
685580000000.0,90258000.0,186790000000.0,1.6118e-08,63086,0.0095669,-0.25707,0.85405
681270000000.0,89242000.0,187630000000.0,1.8548e-08,63091,0.018159,-0.2575,0.84981
663970000000.0,86958000.0,184390000000.0,8.7521e-09,63092,0.017104,-0.25626,0.85609
678990000000.0,89130000.0,186130000000.0,5.8178e-09,63094,0.023271,-0.25611,0.85876
689890000000.0,90491000.0,188540000000.0,1.7872e-08,63095,0.024017,-0.25725,0.85278
663180000000.0,87036000.0,183410000000.0,6.3925e-09,63096,0.018887,-0.25555,0.86363
661210000000.0,86735000.0,183050000000.0,5.9822e-09,63097,0.019781,-0.25558,0.86682
658440000000.0,86493000.0,182530000000.0,6.383e-09,63098,0.015395,-0.25546,0.86284
665220000000.0,87333000.0,183840000000.0,6.6584e-09,63099,0.017801,-0.25555,0.86004
673170000000.0,88456000.0,184840000000.0,6.0221e-09,63100,0.021031,-0.25556,0.86121
694170000000.0,91123000.0,189290000000.0,1.8498e-08,63101,0.021529,-0.25736,0.84968
680840000000.0,89386000.0,186710000000.0,9.7727e-09,63102,0.019887,-0.25632,0.85328
681880000000.0,89541000.0,186700000000.0,6.2638e-09,63103,0.022563,-0.25619,0.85553
676130000000.0,88861000.0,185460000000.0,6.4592e-09,63104,0.020149,-0.25559,0.85744
684420000000.0,90101000.0,186180000000.0,5.0655e-09,63105,0.023969,-0.25553,0.86194
751200000000.0,99533000.0,195950000000.0,1.338e-08,63106,0.030032,-0.25669,0.85213
720930000000.0,95078000.0,192240000000.0,1.3461e-08,63107,0.026986,-0.25695,0.85127
728770000000.0,96442000.0,192400000000.0,6.1014e-09,63108,0.027828,-0.25592,0.85439
765330000000.0,101610000.0,197810000000.0,2.0479e-08,63109,0.032373,-0.25807,0.85128
732040000000.0,96666000.0,193980000000.0,2.6302e-08,63110,0.029373,-0.25847,0.85043
728390000000.0,96068000.0,193750000000.0,2.9026e-08,63111,0.027087,-0.25862,0.84827
698510000000.0,92010000.0,188580000000.0,6.2629e-09,63112,0.025587,-0.25606,0.85648
704260000000.0,93012000.0,188680000000.0,5.5155e-09,63113,0.026525,-0.25547,0.86002
656380000000.0,86408000.0,180780000000.0,2.2766e-09,63114,0.0067445,-0.25726,0.87061
661270000000.0,87410000.0,181370000000.0,4.1227e-09,63115,0.0054425,-0.25486,0.87506
766220000000.0,101590000.0,198430000000.0,2.5048e-08,63253,0.030339,-0.25884,0.84649
763360000000.0,101110000.0,198360000000.0,2.9582e-08,63254,0.028356,-0.25896,0.84477
782030000000.0,103960000.0,199730000000.0,9.9569e-09,63259,0.034841,-0.25811,0.85161
772730000000.0,102650000.0,198370000000.0,9.2969e-09,63260,0.035637,-0.25828,0.85404
721130000000.0,95082000.0,192530000000.0,1.6011e-08,63272,0.024804,-0.25708,0.84891
787440000000.0,104750000.0,200160000000.0,7.1945e-09,63273,0.034263,-0.25632,0.85462
792170000000.0,105450000.0,200600000000.0,4.1185e-09,63274,0.03606,-0.25635,0.85563
817800000000.0,109140000.0,203670000000.0,3.8791e-09,63275,0.034361,-0.25554,0.85725
789520000000.0,105070000.0,200700000000.0,8.4121e-09,63276,0.033071,-0.25633,0.85232
779750000000.0,103800000.0,198930000000.0,5.6293e-09,63277,0.03131,-0.2557,0.85542
798500000000.0,106300000.0,201670000000.0,4.1288e-09,63278,0.035289,-0.25635,0.8528
783610000000.0,104270000.0,199410000000.0,3.9743e-09,63279,0.037212,-0.25803,0.85671
650740000000.0,85247000.0,180280000000.0,1.6606e-08,63813,-0.029119,-0.25707,0.86124
692490000000.0,91475000.0,184860000000.0,3.8508e-09,63822,-0.035578,-0.25797,0.87709
698470000000.0,92215000.0,185640000000.0,3.9303e-09,63826,-0.035964,-0.25629,0.87276
695660000000.0,91833000.0,185300000000.0,3.6442e-09,63827,-0.036518,-0.25785,0.87429
697140000000.0,92295000.0,185310000000.0,1.9844e-09,63831,-0.034974,-0.25614,0.87846
703820000000.0,93342000.0,186080000000.0,1.5862e-09,63832,-0.034331,-0.25551,0.87827
698890000000.0,92586000.0,185530000000.0,3.5595e-09,63833,-0.034884,-0.25773,0.87997
690550000000.0,91279000.0,184480000000.0,3.2761e-09,63834,-0.033345,-0.25552,0.87617
696270000000.0,91865000.0,185620000000.0,8.0947e-09,63902,-0.037022,-0.25794,0.8656
681960000000.0,89803000.0,184180000000.0,2.1804e-08,63937,-0.035166,-0.2585,0.86142
700120000000.0,92463000.0,186240000000.0,8.8371e-09,63938,-0.037008,-0.25803,0.86295
703130000000.0,92839000.0,186280000000.0,4.0348e-09,63939,-0.036535,-0.25633,0.8698
707730000000.0,93538000.0,186970000000.0,4.4411e-09,63940,-0.036814,-0.2563,0.86703
687000000000.0,90542000.0,184340000000.0,8.7414e-09,63941,-0.034668,-0.25634,0.86832
702360000000.0,92723000.0,186270000000.0,3.6068e-09,63942,-0.037671,-0.25786,0.86858
689940000000.0,90993000.0,184790000000.0,9.3193e-09,63943,-0.034893,-0.25639,0.86535
689790000000.0,90930000.0,184600000000.0,6.4545e-09,63944,-0.034865,-0.25626,0.87088
691290000000.0,91223000.0,185430000000.0,1.7786e-08,63948,-0.035159,-0.25841,0.85867
686910000000.0,90596000.0,185030000000.0,2.5039e-08,63949,-0.03407,-0.25911,0.85598
670800000000.0,88200000.0,183000000000.0,2.5017e-08,63951,-0.032454,-0.2584,0.85805
669790000000.0,88099000.0,183030000000.0,2.7064e-08,63952,-0.030694,-0.25855,0.85482
673860000000.0,88742000.0,183650000000.0,2.7441e-08,63954,-0.029604,-0.25864,0.85177
671830000000.0,88402000.0,182880000000.0,1.2025e-08,63955,-0.031793,-0.25661,0.85925
665930000000.0,87617000.0,182330000000.0,1.2104e-08,63956,-0.028692,-0.25688,0.85484
658900000000.0,86530000.0,181400000000.0,1.3407e-08,63957,-0.02912,-0.25687,0.85762
699400000000.0,92390000.0,186330000000.0,7.1988e-09,63961,-0.03692,-0.258,0.86003
695810000000.0,91904000.0,185840000000.0,1.0859e-08,63963,-0.034639,-0.25648,0.86026
644180000000.0,84398000.0,179210000000.0,8.6625e-09,63964,-0.025553,-0.25622,0.86282
654930000000.0,85945000.0,180360000000.0,6.7838e-09,63965,-0.029105,-0.25599,0.86459
698830000000.0,92216000.0,185750000000.0,3.5939e-09,63966,-0.037216,-0.25783,0.87143
664860000000.0,87434000.0,181370000000.0,3.0976e-09,63967,-0.031325,-0.25567,0.87267
671640000000.0,88407000.0,182220000000.0,4.7143e-09,63968,-0.032001,-0.25567,0.87002
672840000000.0,88610000.0,182460000000.0,5.5861e-09,63970,-0.031981,-0.25574,0.86656
710700000000.0,93996000.0,187430000000.0,4.0982e-09,63971,-0.036977,-0.25633,0.86426
696420000000.0,91961000.0,185770000000.0,7.7819e-09,63972,-0.035441,-0.25636,0.86281
702170000000.0,92870000.0,186000000000.0,1.9171e-09,63973,-0.036007,-0.2561,0.87572
710850000000.0,94167000.0,187040000000.0,1.5772e-09,63974,-0.035412,-0.25548,0.8754
690090000000.0,91108000.0,184470000000.0,3.548e-09,63975,-0.033741,-0.25552,0.87349
644750000000.0,84532000.0,178890000000.0,7.8485e-09,63983,-0.026511,-0.25549,0.87478
656000000000.0,86187000.0,180240000000.0,5.7549e-09,63984,-0.028862,-0.25538,0.87191
686450000000.0,90907000.0,183960000000.0,1.9747e-09,63985,-0.029021,-0.25613,0.88837
693350000000.0,91987000.0,184740000000.0,1.2459e-09,63986,-0.028553,-0.25545,0.8881
692610000000.0,91764000.0,184740000000.0,3.5183e-09,63987,-0.030278,-0.25771,0.8876
690510000000.0,91492000.0,184480000000.0,3.6851e-09,63988,-0.028333,-0.25781,0.88987
690460000000.0,91421000.0,184410000000.0,3.6553e-09,63990,-0.026227,-0.25781,0.89201
691740000000.0,91425000.0,184380000000.0,3.3277e-09,63993,-0.024038,-0.25766,0.89396
698700000000.0,92802000.0,185380000000.0,2.1545e-09,63996,-0.028768,-0.25502,0.88637
699720000000.0,92842000.0,185560000000.0,1.7201e-09,63997,-0.031188,-0.25572,0.88634
718140000000.0,95620000.0,187800000000.0,1.1563e-09,63998,-0.030799,-0.25504,0.8859
694520000000.0,92014000.0,184970000000.0,3.4234e-09,63999,-0.032036,-0.25765,0.88516
688800000000.0,91384000.0,184170000000.0,2.8143e-09,64000,-0.02667,-0.25505,0.88797
693930000000.0,92066000.0,184820000000.0,1.7973e-09,64001,-0.027405,-0.25576,0.89083
708610000000.0,94322000.0,186560000000.0,1.4204e-09,64002,-0.026933,-0.25506,0.89037
683960000000.0,90626000.0,183560000000.0,3.2081e-09,64003,-0.024561,-0.25508,0.88988
695160000000.0,92104000.0,184860000000.0,1.7377e-09,64004,-0.025289,-0.25574,0.89285
709010000000.0,94206000.0,186470000000.0,1.4674e-09,64005,-0.024839,-0.25506,0.89233
684450000000.0,90636000.0,183570000000.0,3.0256e-09,64006,-0.02237,-0.25507,0.89185
653950000000.0,86056000.0,179980000000.0,5.8372e-09,64011,-0.023633,-0.2549,0.88291
677030000000.0,89658000.0,182720000000.0,3.2569e-09,64012,-0.026663,-0.25475,0.88489
671520000000.0,88799000.0,182050000000.0,4.4078e-09,64013,-0.027475,-0.25482,0.88173
696190000000.0,92224000.0,185190000000.0,3.4962e-09,64014,-0.033567,-0.2577,0.88259
700790000000.0,92957000.0,185700000000.0,1.7608e-09,64016,-0.032792,-0.25574,0.88386
715260000000.0,95159000.0,187440000000.0,1.5645e-09,64017,-0.032175,-0.25508,0.88346
670520000000.0,88385000.0,181970000000.0,4.8257e-09,64018,-0.030497,-0.25524,0.87536
693310000000.0,91629000.0,184450000000.0,2.769e-09,64019,-0.021807,-0.25732,0.89569
693420000000.0,92099000.0,184510000000.0,3.3141e-09,64024,-0.014179,-0.25764,0.8997
695680000000.0,92470000.0,184670000000.0,1.6368e-09,64031,-0.015439,-0.25571,0.89914
707910000000.0,94394000.0,186020000000.0,1.388e-09,64032,-0.015197,-0.25505,0.89853
701110000000.0,93238000.0,185310000000.0,2.7613e-09,64033,-0.017012,-0.25729,0.89889
688180000000.0,91415000.0,183790000000.0,2.7191e-09,64034,-0.013183,-0.25504,0.89748
670030000000.0,88570000.0,181840000000.0,3.6837e-09,64035,-0.018984,-0.25476,0.89156
647090000000.0,85038000.0,179140000000.0,5.4026e-09,64036,-0.015454,-0.25491,0.88921
652730000000.0,85904000.0,179820000000.0,3.7844e-09,64037,-0.018766,-0.25485,0.88846
650810000000.0,85574000.0,179610000000.0,4.5443e-09,64038,-0.020952,-0.25488,0.88579
639150000000.0,83795000.0,178170000000.0,5.3773e-09,64039,-0.01704,-0.25497,0.88576
653520000000.0,85893000.0,181010000000.0,2.0619e-08,64202,-0.019605,-0.25757,0.85102
652050000000.0,85611000.0,180810000000.0,2.0143e-08,64203,-0.023169,-0.25736,0.85271
650340000000.0,85295000.0,180500000000.0,1.4517e-08,64204,-0.025817,-0.25709,0.85579
667680000000.0,87848000.0,183060000000.0,3.0634e-08,64272,-0.026767,-0.25878,0.85024
679310000000.0,89539000.0,184940000000.0,7.3198e-09,64275,0.022047,-0.25507,0.86947
668350000000.0,88029000.0,183390000000.0,5.4369e-09,64276,0.019281,-0.25505,0.87231
686530000000.0,90602000.0,185860000000.0,6.8456e-09,64277,0.022675,-0.25506,0.86513
827220000000.0,111060000.0,203450000000.0,3.1273e-09,64278,0.035422,-0.25507,0.86805
814960000000.0,109360000.0,201870000000.0,1.7781e-09,64279,0.037914,-0.25572,0.86979
828800000000.0,111370000.0,203580000000.0,1.4826e-09,64280,0.037204,-0.25505,0.8697
844310000000.0,113640000.0,205360000000.0,2.8958e-09,64281,0.035176,-0.25472,0.87089
781670000000.0,104600000.0,197510000000.0,4.1586e-09,64282,0.032329,-0.25481,0.86904
829950000000.0,111610000.0,203200000000.0,2.9016e-09,64283,0.033871,-0.25472,0.87589
841810000000.0,113300000.0,204870000000.0,2.3371e-09,64284,0.03512,-0.2547,0.87356
824990000000.0,110850000.0,202920000000.0,1.5697e-09,64285,0.03777,-0.25539,0.87274
839280000000.0,112920000.0,204710000000.0,1.1475e-09,64286,0.037166,-0.25469,0.87253
788300000000.0,105480000.0,198540000000.0,3.1242e-09,64287,0.038112,-0.25744,0.87125
781540000000.0,104510000.0,197560000000.0,3.1113e-09,64288,0.037441,-0.25742,0.87416
805530000000.0,107730000.0,201260000000.0,1.8398e-09,64289,0.037915,-0.25602,0.86397
818200000000.0,109580000.0,202780000000.0,1.3372e-09,64290,0.037309,-0.25541,0.86404
820250000000.0,110010000.0,202740000000.0,1.7033e-09,64291,0.03826,-0.25568,0.8669
833820000000.0,111970000.0,204440000000.0,1.4086e-09,64292,0.037566,-0.25503,0.86685
836140000000.0,112220000.0,204840000000.0,2.8208e-09,64293,0.03574,-0.25505,0.86513
790320000000.0,105620000.0,199190000000.0,3.1195e-09,64294,0.038419,-0.25748,0.86538
794980000000.0,106380000.0,199550000000.0,2.9413e-09,64296,0.038572,-0.25734,0.86832
776110000000.0,103710000.0,196730000000.0,2.9926e-09,64302,0.036541,-0.25735,0.87706
820060000000.0,110120000.0,202130000000.0,1.5405e-09,64304,0.036993,-0.25538,0.87561
836070000000.0,112440000.0,204100000000.0,1.16e-09,64305,0.03636,-0.2547,0.87551
816080000000.0,109460000.0,201380000000.0,1.5087e-09,64307,0.035992,-0.25539,0.87844
832960000000.0,111950000.0,203480000000.0,1.3555e-09,64308,0.035331,-0.25471,0.87815
808630000000.0,108360000.0,201190000000.0,3.2784e-09,64309,0.033287,-0.25478,0.86606
739530000000.0,98398000.0,192470000000.0,6.3276e-09,64310,0.02982,-0.25494,0.86582
808500000000.0,107990000.0,201990000000.0,1.8561e-09,64311,0.037791,-0.25603,0.86106
817250000000.0,109230000.0,203130000000.0,1.4044e-09,64312,0.037144,-0.25543,0.86103
780190000000.0,103860000.0,198700000000.0,3.6264e-09,64313,0.037704,-0.25785,0.85957
795120000000.0,106150000.0,200150000000.0,3.0242e-09,64314,0.038423,-0.25741,0.86244
810900000000.0,108200000.0,202650000000.0,1.9593e-09,64315,0.03743,-0.25609,0.85819
819290000000.0,109380000.0,203740000000.0,1.7145e-09,64316,0.036701,-0.25547,0.85833
843220000000.0,112840000.0,206590000000.0,3.3484e-09,64317,0.035251,-0.25509,0.86009
843200000000.0,113020000.0,206180000000.0,2.5194e-09,64318,0.036046,-0.25504,0.86259
790800000000.0,105520000.0,199890000000.0,4.9944e-09,64319,0.032143,-0.25524,0.85917
818160000000.0,109530000.0,202950000000.0,4.2879e-09,64320,0.03309,-0.2548,0.86284
740570000000.0,98342000.0,193410000000.0,5.7083e-09,64321,0.029063,-0.25537,0.85779
749760000000.0,99813000.0,194130000000.0,5.5977e-09,64322,0.029776,-0.25492,0.86173
803520000000.0,107840000.0,200040000000.0,3.8415e-09,64323,0.032194,-0.25445,0.8727
745670000000.0,99449000.0,192850000000.0,5.2732e-09,64324,0.029179,-0.25453,0.86991
736360000000.0,98093000.0,191590000000.0,4.3052e-09,64325,0.028595,-0.2545,0.87357
663410000000.0,87710000.0,181820000000.0,4.6447e-09,64333,0.0086936,-0.25488,0.87304
669220000000.0,88766000.0,182530000000.0,5.1165e-09,64334,0.0077503,-0.25455,0.8772
663780000000.0,87620000.0,181480000000.0,9.6725e-10,64335,0.0056443,-0.2554,0.87157
672530000000.0,89120000.0,182600000000.0,2.035e-09,64336,0.0061273,-0.25483,0.87226
652460000000.0,85774000.0,180170000000.0,1.8915e-09,64337,0.0044798,-0.257,0.87231
661230000000.0,87454000.0,181680000000.0,6.9588e-09,64338,0.0086099,-0.25465,0.8851
763910000000.0,101090000.0,199030000000.0,3.1844e-08,64339,0.023066,-0.25924,0.84091
752420000000.0,99474000.0,197270000000.0,3.0013e-08,64341,0.024856,-0.25885,0.8433
730690000000.0,96452000.0,193970000000.0,1.9956e-08,64342,0.02275,-0.25721,0.846
704480000000.0,92672000.0,190610000000.0,1.8594e-08,64343,0.019345,-0.25741,0.84644
681040000000.0,89281000.0,187470000000.0,1.846e-08,64344,0.014457,-0.25753,0.84901
691750000000.0,90814000.0,189020000000.0,1.5002e-08,64345,0.016314,-0.25747,0.84676
701120000000.0,92195000.0,190010000000.0,1.9314e-08,64346,0.0136,-0.25753,0.84542
691070000000.0,90786000.0,188460000000.0,1.8323e-08,64347,0.011006,-0.25744,0.84798
663760000000.0,87773000.0,181430000000.0,3.7019e-09,64367,0.0019738,-0.25483,0.87606
649960000000.0,85796000.0,179910000000.0,5.6104e-09,64368,0.00019737,-0.25497,0.87896
638030000000.0,83661000.0,178610000000.0,1.8731e-09,64369,0.00025173,-0.25824,0.87342
641400000000.0,84598000.0,179070000000.0,1.8822e-09,64371,-0.0015593,-0.25712,0.87333
650590000000.0,85558000.0,179910000000.0,1.5875e-09,64372,0.0020241,-0.25661,0.87321
663520000000.0,87733000.0,181320000000.0,1.0071e-09,64373,7.1612e-05,-0.25539,0.87346
677250000000.0,89965000.0,182920000000.0,1.6195e-09,64374,0.00013073,-0.25477,0.87419
663680000000.0,88070000.0,181470000000.0,3.6277e-09,64375,-0.0016524,-0.25483,0.87606
647040000000.0,85293000.0,179360000000.0,5.8985e-09,64376,-0.0039811,-0.25497,0.8786
685660000000.0,90784000.0,185070000000.0,1.3873e-09,64382,0.0096415,-0.25635,0.86075
670520000000.0,88472000.0,183590000000.0,2.8145e-09,64383,0.010408,-0.25582,0.86045
675330000000.0,89391000.0,183370000000.0,1.3083e-09,64384,0.0097875,-0.25593,0.86387
672900000000.0,89043000.0,183380000000.0,2.668e-09,64385,0.010663,-0.25532,0.86395
681490000000.0,90229000.0,184340000000.0,2.7533e-09,64386,0.009554,-0.25762,0.86213
674310000000.0,89265000.0,183160000000.0,2.4947e-09,64387,0.0093587,-0.25741,0.86519
668740000000.0,88500000.0,182630000000.0,4.3511e-09,64392,0.010914,-0.25488,0.86958
664270000000.0,87680000.0,182500000000.0,5.3315e-09,64393,0.014218,-0.25495,0.8693
669790000000.0,88580000.0,182300000000.0,1.088e-09,64394,0.0077061,-0.25549,0.86947
677140000000.0,89848000.0,183290000000.0,2.1412e-09,64395,0.0083314,-0.25486,0.87006
668920000000.0,88226000.0,183310000000.0,5.3048e-09,64396,0.016134,-0.25497,0.86628
667620000000.0,87953000.0,183270000000.0,5.217e-09,64397,0.017832,-0.25501,0.86947
667600000000.0,87870000.0,183760000000.0,6.1442e-09,64398,0.011517,-0.25593,0.85789
668590000000.0,88250000.0,183250000000.0,5.0242e-09,64399,0.012378,-0.25535,0.86181
675190000000.0,88627000.0,185890000000.0,9.0668e-09,64400,0.015933,-0.25631,0.85255
668260000000.0,87777000.0,184470000000.0,8.3547e-09,64401,0.013403,-0.25615,0.85517
666170000000.0,87630000.0,183630000000.0,6.3654e-09,64402,0.014514,-0.25547,0.859
708250000000.0,93540000.0,189910000000.0,1.9465e-08,64403,0.0081653,-0.25732,0.85016
686130000000.0,90430000.0,186760000000.0,8.7252e-09,64404,0.012008,-0.25622,0.85165
672230000000.0,88986000.0,183330000000.0,5.25e-09,64415,0.012601,-0.2549,0.86584
676730000000.0,89695000.0,183290000000.0,1.1208e-09,64416,0.0090256,-0.25552,0.86682
682090000000.0,90614000.0,184100000000.0,2.2574e-09,64417,0.009873,-0.25487,0.86704
674220000000.0,89248000.0,182910000000.0,2.0505e-09,64418,0.0082377,-0.25709,0.86802
645080000000.0,84922000.0,179030000000.0,6.2623e-09,64419,-0.0044152,-0.25462,0.88453
655600000000.0,86609000.0,180380000000.0,6.2772e-09,64420,-0.0021748,-0.2546,0.88161
630000000000.0,82522000.0,177010000000.0,7.8286e-09,64421,-0.01127,-0.25511,0.88247
702290000000.0,93233000.0,185590000000.0,2.8208e-09,64422,0.00034283,-0.25471,0.8999
670520000000.0,88612000.0,182080000000.0,4.2015e-09,64423,-0.00094583,-0.2548,0.8969
654110000000.0,86442000.0,180620000000.0,8.0185e-09,64424,0.0045488,-0.25464,0.88568
634600000000.0,83263000.0,177500000000.0,6.0131e-09,64425,-0.014163,-0.25505,0.8795
636330000000.0,83579000.0,177800000000.0,6.1438e-09,64426,-0.010481,-0.25504,0.87899
645200000000.0,85135000.0,179090000000.0,5.394e-09,64427,-0.0074081,-0.25496,0.87728
644750000000.0,85200000.0,179300000000.0,1.2366e-09,64429,-0.0056077,-0.25587,0.87202
654960000000.0,86798000.0,180440000000.0,2.4243e-09,64430,-0.0061007,-0.25528,0.87268
643280000000.0,84978000.0,179230000000.0,2.1384e-09,64433,-0.0040624,-0.25719,0.87252
660050000000.0,87546000.0,180950000000.0,3.8815e-09,64435,-0.0051337,-0.25485,0.87508
659890000000.0,87615000.0,181070000000.0,1.0047e-09,64436,-0.0027818,-0.25539,0.87303
674940000000.0,89982000.0,182820000000.0,1.6851e-09,64437,-0.003007,-0.25479,0.87374
632460000000.0,82825000.0,177290000000.0,7.0883e-09,64439,-0.013104,-0.25506,0.88585
632360000000.0,82795000.0,177330000000.0,6.2314e-09,64440,-0.015429,-0.25505,0.88274
655990000000.0,86784000.0,180760000000.0,7.1445e-09,64441,0.0025956,-0.25462,0.88192
649700000000.0,85754000.0,179880000000.0,6.053e-09,64442,3.3411e-05,-0.25462,0.88474
648910000000.0,85450000.0,179570000000.0,4.6405e-09,64443,-0.0021626,-0.25458,0.88776
675210000000.0,89479000.0,182680000000.0,1.687e-09,64445,0.0032419,-0.25478,0.87367
662910000000.0,87482000.0,181250000000.0,7.7206e-10,64446,0.003093,-0.25525,0.87292
647940000000.0,85035000.0,179700000000.0,1.7276e-09,64447,0.00273,-0.25901,0.87272
695360000000.0,92470000.0,184670000000.0,1.6919e-09,64448,-0.012697,-0.25573,0.90021
707480000000.0,94395000.0,186010000000.0,1.363e-09,64449,-0.012468,-0.25506,0.89962
667580000000.0,88210000.0,181550000000.0,3.4909e-09,64450,-0.0081466,-0.25477,0.89612
672880000000.0,89054000.0,182100000000.0,2.4521e-09,64451,-0.010993,-0.25473,0.89597
669520000000.0,88556000.0,181670000000.0,2.8096e-09,64452,-0.0133,-0.25474,0.89466
653580000000.0,86093000.0,179840000000.0,3.7773e-09,64453,-0.013178,-0.25485,0.89166
650580000000.0,86072000.0,179830000000.0,1.3328e-09,64457,-0.0092755,-0.25597,0.86716
656730000000.0,87050000.0,180430000000.0,2.8382e-09,64458,-0.010145,-0.25535,0.86735
661890000000.0,87944000.0,181040000000.0,4.3801e-09,64459,-0.010813,-0.25489,0.86981
657050000000.0,87220000.0,180660000000.0,1.0794e-09,64460,-0.0075747,-0.25549,0.86965
672360000000.0,89616000.0,182380000000.0,2.1305e-09,64461,-0.0081937,-0.25486,0.87022
658550000000.0,87363000.0,180690000000.0,4.3728e-09,64462,-0.0084226,-0.25487,0.87312
647180000000.0,85528000.0,179200000000.0,4.7549e-09,64463,-0.012119,-0.25493,0.87279
644010000000.0,84959000.0,178840000000.0,4.1011e-09,64464,-0.010262,-0.25493,0.87555
644920000000.0,85276000.0,179360000000.0,2.2418e-09,64465,-0.006562,-0.25726,0.87079
650420000000.0,86083000.0,179910000000.0,2.4733e-09,64466,-0.0083348,-0.25744,0.86844
650370000000.0,85975000.0,179550000000.0,5.5513e-09,64468,-0.014186,-0.25496,0.86976
640860000000.0,84277000.0,178310000000.0,5.8334e-09,64469,-0.015751,-0.25501,0.87319
670750000000.0,88686000.0,182000000000.0,4.2072e-09,64479,-0.0047238,-0.25479,0.89689
666990000000.0,88026000.0,181330000000.0,3.5031e-09,64480,-0.016074,-0.25477,0.89298
699530000000.0,92906000.0,185020000000.0,2.672e-09,64481,-0.015858,-0.25469,0.89642
698650000000.0,92480000.0,184990000000.0,1.4573e-09,64482,-0.020612,-0.25561,0.89642
710520000000.0,94279000.0,186310000000.0,1.1937e-09,64483,-0.020226,-0.25502,0.89595
715140000000.0,95349000.0,186850000000.0,1.3404e-09,64484,-0.018236,-0.25531,0.89824
731710000000.0,97903000.0,188730000000.0,1.2431e-09,64485,-0.017949,-0.25469,0.89761
701170000000.0,93045000.0,185290000000.0,2.3799e-09,64486,-0.019501,-0.25704,0.89759
698650000000.0,92650000.0,184920000000.0,2.6084e-09,64487,-0.018376,-0.25469,0.89503
699630000000.0,92585000.0,185180000000.0,1.5601e-09,64488,-0.023052,-0.25566,0.89471
714130000000.0,94751000.0,186830000000.0,1.1994e-09,64489,-0.022747,-0.25503,0.89419
710710000000.0,94342000.0,186390000000.0,2.1133e-09,64490,-0.020814,-0.25468,0.89406
640630000000.0,84003000.0,178350000000.0,5.5179e-09,64491,-0.021657,-0.25499,0.87988
636420000000.0,83493000.0,177730000000.0,5.3994e-09,64492,-0.016694,-0.25503,0.87649
634670000000.0,83171000.0,177590000000.0,5.33e-09,64493,-0.017789,-0.25502,0.87989
636660000000.0,83428000.0,177760000000.0,4.6358e-09,64494,-0.019777,-0.25502,0.87712
638710000000.0,84068000.0,178080000000.0,5.074e-09,64495,-0.01337,-0.25499,0.87611
844540000000.0,113510000.0,207780000000.0,3.7611e-08,64512,-0.005159,-0.25919,0.85096
765320000000.0,102170000.0,196390000000.0,2.4067e-08,64513,-0.0075393,-0.25867,0.8533
640800000000.0,84116000.0,178530000000.0,7.251e-09,64518,-0.019302,-0.25562,0.86429
636150000000.0,83361000.0,177870000000.0,6.0054e-09,64519,-0.01984,-0.25561,0.86753
644700000000.0,84793000.0,178750000000.0,5.8995e-09,64520,-0.017883,-0.25503,0.87039
644310000000.0,84742000.0,179200000000.0,8.1645e-09,64521,-0.014923,-0.25614,0.85911
645290000000.0,84731000.0,179420000000.0,7.6032e-09,64522,-0.020584,-0.25627,0.85824
694610000000.0,92415000.0,185730000000.0,3.1864e-09,64523,-0.0090196,-0.25787,0.85934
668830000000.0,88748000.0,182040000000.0,1.4937e-09,64531,-0.0097179,-0.25637,0.86085
662190000000.0,87691000.0,181130000000.0,2.919e-09,64532,-0.010512,-0.25582,0.8606
662240000000.0,87810000.0,181110000000.0,1.3048e-09,64533,-0.0098006,-0.25593,0.86407
665180000000.0,88256000.0,181330000000.0,2.8059e-09,64534,-0.010694,-0.25534,0.86415
666220000000.0,88390000.0,181720000000.0,2.7306e-09,64535,-0.0096429,-0.25758,0.86246
661100000000.0,87679000.0,181060000000.0,2.378e-09,64536,-0.0093099,-0.25734,0.86558
639260000000.0,83841000.0,178070000000.0,6.4776e-09,64544,-0.019663,-0.25505,0.87366
647580000000.0,85155000.0,179740000000.0,9.0173e-09,64545,-0.017163,-0.25628,0.85662
